asset,Hat,Body,Ears,Eyes,Head,name,Class,Family,Weapon,Accessory,Background,FacialHair
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a6f73657068696e436f78,Sombrero,Suit,Plain,VR Headset,Ape,Josephin Cox,Artists,Cox,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065566963656e74654576616e73,None,Rainbow Suit,Plain,Spectacles,Ape,Vicente Evans,Craftsmen,Evans,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d616e75656c646542616c626f61,Halo,Doublet,Plain,Normal,Ape,Manuel de Balboa,Explorers,de Balboa,None,Wheat,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f6c696e5461796c6f72,None,Prisoner Uniform,Plain,Normal,Ape,Olin Taylor,Craftsmen,Taylor,Spear,Wheat,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d73616d7964656c614372757a,Sombrero,Brown Suit,Plain,Normal,Orange,Ramsamy de la Cruz,Explorers,de la Cruz,Sword,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654269726368436174616c6469,Hoodie,Knight Armor,Plain,Safety Goggles,Ape,Birch Cataldi,Merchants,Cataldi,None,Wheat,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065486f7274756e54686f6d6173,None,Doublet,Plain,Aviators,Ape,Hortun Thomas,Craftsmen,Thomas,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e647265734576616e73,None,Ape,Plain,Spectacles,Ape,Andres Evans,Craftsmen,Evans,None,None,Blue,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544756e7374616e42616c6477696e,None,Brown Suit,Earphones,Normal,Ape,Dunstan Baldwin,Military Officers,Baldwin,Sword,Gold Teeth,Neutral,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536865726c6f636b5461796c6f72,Feather Hat,Gold Linen,Plain,Normal,Ape,Sherlock Taylor,Craftsmen,Taylor,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541696c656e42657374,Gold Helmet,Prisoner Uniform,Silver Earring,Normal,Ape,Ailen Best,Artists,Best,Spear,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654368616457616c6b6572,None,Lumberjack Shirt,Silver Earring,Normal,Ape,Chad Walker,Craftsmen,Walker,Sword,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552656d696e67746f6e43617374696c6c6f,None,Orange,Plain,Normal,Orange,Remington Castillo,Explorers,Castillo,Arrows,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542726f64657269636b42726f776e,Pirate Hat,Brown Suit,Plain,Sunglasses,Ape,Broderick Brown,Craftsmen,Brown,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456e7269717565577269676874,Wool Cap,Rainbow Suit,Plain,Spectacles,Orange,Enrique Wright,Military Officers,Wright,None,Cigar,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e617368526f62696e736f6e,None,Prisoner Uniform,Plain,Normal,Ape,Nash Robinson,Craftsmen,Robinson,None,Cigar,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436861726c6573477265656e,None,Prisoner Uniform,Silver Earring,Normal,Ape,Charles Green,Craftsmen,Green,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d73616d795768697465,None,Suit,Plain,Normal,Ape,Ramsamy White,Craftsmen,White,None,Cigar,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f647269676f48696c6c,None,Lumberjack Shirt,Plain,Wraparound Glasses,Ape,Rodrigo Hill,Artists,Hill,None,None,Red,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416d7364656e5461796c6f72,None,Suit,Earphones,Normal,Ape,Amsden Taylor,Craftsmen,Taylor,None,Wheat,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706542726164666f7264536d697468,Top Hat,Lumberjack Shirt,Plain,Normal,Cardano,Bradford Smith,Craftsmen,Smith,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c646f6e57616c6b6572,None,Ape,Plain,Safety Goggles,Ape,Eldon Walker,Craftsmen,Walker,None,None,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655368656c6c6579476172633f61,Gold Helmet,Chainmail,Plain,Aviators,Ape,Shelley García,Explorers,García,Sword,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552616d73616d79436f72746573,Privateer Hat,Brown Suit,Plain,Normal,Cardano,Ramsamy Cortes,Explorers,Cortes,Sword,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557617665726c7956656e7475636369,Pirate Hat,Lumberjack Shirt,Plain,Normal,Cardano,Waverly Ventucci,Merchants,Ventucci,Spear,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557617665726c79577269676874,Hoodie,Orange,Silver Earring,Normal,Orange,Waverly Wright,Military Officers,Wright,Sword,Wheat,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c6578616e64726542726f776e,King's Crown,Prisoner Uniform,Plain,Normal,Ape,Alexandre Brown,Craftsmen,Brown,None,None,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654a756e69656e536d697468,Privateer Hat,Suit,Earphones,Normal,Ape,Junien Smith,Craftsmen,Smith,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655472616e74657254686f6d6173,Feather Hat,Black Wool Coat,Plain,Normal,Ape,Tranter Thomas,Craftsmen,Thomas,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706543797257696c736f6e,None,Lumberjack Shirt,Plain,Normal,Orange,Cyr Wilson,Craftsmen,Wilson,Sword,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544776967687442616c6477696e,None,Gold Linen,Silver Earring,Normal,Orange,Dwight Baldwin,Military Officers,Baldwin,Sword,Paint Brush,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654669656c64696e67436f78,Voltaire Wig,Chainmail,Plain,Normal,Ape,Fielding Cox,Artists,Cox,None,None,Cold,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655175696c69637573436174616c6469,Fruit Basket,Chainmail,Feather Pen,Safety Goggles,Ape,Quilicus Cataldi,Merchants,Cataldi,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065546f6d6b696e446176696573,Hoodie,Ape,Plain,Spectacles,Ape,Tomkin Davies,Craftsmen,Davies,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d696775656c42657374,None,Black Wool Coat,Earphones,Normal,Ape,Miguel Best,Artists,Best,None,Dagger,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654461676f62657274577269676874,Pirate Hat,Ape,Feather Pen,Sunglasses,Ape,Dagobert Wright,Military Officers,Wright,Rifle,None,Warm,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544616e746f6e64656c614372757a,None,Cardigan,Plain,Normal,Cardano,Danton de la Cruz,Explorers,de la Cruz,None,Paint Brush,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706550616c6d657257616c6b6572,None,Doublet,Plain,Normal,Ape,Palmer Walker,Craftsmen,Walker,Spear,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f616b6c6579477265656e,None,Ape,Plain,Normal,Ape,Oakley Green,Craftsmen,Green,None,None,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654272657773746572577269676874,None,Orange,Feather Pen,Shutter Shades,Orange,Brewster Wright,Military Officers,Wright,Sword,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552696465725768697465,None,Ape,Plain,Aviators,Ape,Rider White,Craftsmen,White,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557616c746f6e436f78,Hoodie,Ape,Plain,Normal,Ape,Walton Cox,Artists,Cox,Spear,Cigar,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436f6c746f6e416d61746f,None,Alien,Plain,Normal,Alien,Colton Amato,Merchants,Amato,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b656e746f6e436f78,Top Hat,Knight Armor,Plain,Normal,Cardano,Kenton Cox,Artists,Cox,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655370696b654c617669676e65,Fruit Basket,Ape,Plain,Normal,Ape,Spike Lavigne,Royal Advisors,Lavigne,Spear,Gold Teeth,Oker,Long White Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706541643f6c696e446176696573,None,Chainmail,Plain,Normal,Ape,Adélin Davies,Craftsmen,Davies,Sword,None,Cold,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544757277617264577269676874,None,Black Wool Coat,Cardano Earring,Aviators,Ape,Durward Wright,Military Officers,Wright,Spear,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065566963656e7465416d61746f,Privateer Hat,Suit,Silver Earring,Normal,Orange,Vicente Amato,Merchants,Amato,Spear,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544756e7374616e4d617273,None,Cardigan,Plain,Shutter Shades,Ape,Dunstan Mars,Artists,Mars,None,None,Red,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f63686f6152696368,Wool Cap,Prisoner Uniform,Plain,Normal,Ape,Ochoa Rich,Artists,Rich,Rifle,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065506f7468696e56656e7475636369,Feather Hat,Chainmail,Plain,Normal,Orange,Pothin Ventucci,Merchants,Ventucci,Rifle,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544617272656c5768697465,None,Chainmail,Plain,Normal,Ape,Darrel White,Craftsmen,White,Sword,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706545676572746f6e4d6f6e6574,Wool Cap,Knight Armor,Silver Earring,Shutter Shades,Ape,Egerton Monet,Royal Advisors,Monet,None,Bubblegum,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576562737465725768697465,Fruit Basket,Ape,Plain,Normal,Ape,Webster White,Craftsmen,White,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416d7364656e4b696e67,Top Hat,Ape,Earphones,Normal,Ape,Amsden King,Artists,King,None,Cigar,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544616e746f6e4c617669676e65,Wool Cap,Alien,Plain,Normal,Alien,Danton Lavigne,Royal Advisors,Lavigne,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654f7362657274536d697468,Top Hat,Suit,Plain,Normal,Cardano,Osbert Smith,Craftsmen,Smith,None,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426172746f6c6f6d65536d697468,None,Suit,Plain,Normal,Ape,Bartolome Smith,Craftsmen,Smith,Rifle,None,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426f6c746f6e577269676874,Pirate Hat,Doublet,Plain,Normal,Ape,Bolton Wright,Military Officers,Wright,None,Pipe,Cold,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654e656c736f6e526f6265727473,None,Ape,Plain,Normal,Ape,Nelson Roberts,Craftsmen,Roberts,Sword,None,Blue,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654577696e6742726f776e,Hoodie,Ape,Silver Earring,Normal,Ape,Ewing Brown,Craftsmen,Brown,None,None,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d617264656e64654d6564696369,Gold Helmet,Suit,Earphones,VR Headset,Alien,Marden de' Medici,Nobles,de' Medici,Spear,Paint Brush,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065576174736f6e64656c614372757a,None,Knight Armor,Silver Earring,Sunglasses,Ape,Watson de la Cruz,Explorers,de la Cruz,None,None,Oker,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706546657272657256656e7475636369,Wool Cap,Prisoner Uniform,Plain,Spectacles,Ape,Ferrer Ventucci,Merchants,Ventucci,None,None,Cold,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706548696c746f6e48696c6c,None,Doublet,Earphones,Normal,Ape,Hilton Hill,Artists,Hill,None,Paint Brush,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553756c7069636564654d6564696369,Hoodie,Orange,Silver Earring,VR Headset,Orange,Sulpice de' Medici,Nobles,de' Medici,Sword,Wheat,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c6974746f6e416d61746f,Pirate Hat,Ape,Plain,VR Headset,Ape,Litton Amato,Merchants,Amato,None,Dagger,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654272696e6c6579536d697468,Privateer Hat,Ape,Plain,VR Headset,Ape,Brinley Smith,Craftsmen,Smith,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706547726179736f6e4d617273,None,Doublet,Plain,Normal,Orange,Grayson Mars,Artists,Mars,None,Dagger,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b656e656c6d526f6265727473,None,Lumberjack Shirt,Plain,Normal,Cardano,Kenelm Roberts,Craftsmen,Roberts,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654665726e616e646f416d61746f,None,Robot,Plain,Spectacles,Robot,Fernando Amato,Merchants,Amato,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c696e636f6c6e57616c6b6572,None,Ape,Plain,Wraparound Glasses,Ape,Lincoln Walker,Craftsmen,Walker,None,None,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654265646542616c6477696e,Spinner Hat,Suit,Plain,Wraparound Glasses,Ape,Bede Baldwin,Military Officers,Baldwin,None,None,Red,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654469676279577269676874,Knight Helmet,Ape,Plain,VR Headset,Ape,Digby Wright,Military Officers,Wright,Spear,None,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c696576696e45647761726473,None,Brown Suit,Plain,Normal,Ape,Lievin Edwards,Craftsmen,Edwards,None,None,Warm,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706554657272656c526f6265727473,Fruit Basket,Chainmail,Plain,Normal,Ape,Terrel Roberts,Craftsmen,Roberts,None,None,Blue,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065566963746f72696e48696c6c,None,Doublet,Plain,Normal,Robot,Victorin Hill,Artists,Hill,Rifle,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f647269676f436174616c6469,Gold Helmet,Suit,Feather Pen,Normal,Orange,Rodrigo Cataldi,Merchants,Cataldi,None,Dagger,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557617368696e67746f6e436174616c6469,Voltaire Wig,Chainmail,Plain,Normal,Orange,Washington Cataldi,Merchants,Cataldi,Rifle,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e647265735461796c6f72,Gold Helmet,Cardigan,Plain,Normal,Orange,Andres Taylor,Craftsmen,Taylor,None,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544616d6173436869657361,None,Gold Linen,Feather Pen,Normal,Ape,Damas Chiesa,Merchants,Chiesa,None,Bubblegum,Cold,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706557696c6672656457616c6b6572,None,Suit,Plain,Normal,Ape,Wilfred Walker,Craftsmen,Walker,None,None,Blue,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416c66726564526f62696e736f6e,None,Doublet,Plain,Normal,Ape,Alfred Robinson,Craftsmen,Robinson,None,None,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544616c6c696e57616c6b6572,None,Ape,Plain,Wraparound Glasses,Ape,Dallin Walker,Craftsmen,Walker,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655269706c657945647761726473,None,Ape,Plain,Spectacles,Ape,Ripley Edwards,Craftsmen,Edwards,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655768697457616c6b6572,None,Doublet,Plain,Sunglasses,Ape,Whit Walker,Craftsmen,Walker,None,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456e7269717565436f72746573,Hoodie,Suit,Plain,Spectacles,Ape,Enrique Cortes,Explorers,Cortes,Spear,None,Oker,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065506564726f4d6164646f636b,Fruit Basket,Ape,Silver Earring,Sunglasses,Ape,Pedro Maddock,Military Officers,Maddock,None,Wheat,Oker,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536162696e4576616e73,None,Suit,Plain,Normal,Ape,Sabin Evans,Craftsmen,Evans,None,Wheat,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065436f6c627952696368,None,Brown Suit,Plain,Safety Goggles,Ape,Colby Rich,Artists,Rich,None,None,Green,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706544656e746f6e45647761726473,None,Suit,Plain,Normal,Ape,Denton Edwards,Craftsmen,Edwards,None,None,Aqua,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655061626c6f4d617273,None,Cardigan,Plain,Normal,Orange,Pablo Mars,Artists,Mars,None,Paint Brush,Neutral,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065416e736c6579416d61746f,Wool Cap,Brown Suit,Silver Earring,Sunglasses,Ape,Ansley Amato,Merchants,Amato,None,None,Aqua,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706552696762795768697465,None,Cardigan,Plain,Sunglasses,Ape,Rigby White,Craftsmen,White,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553616c7661746f7256656e7475636369,None,Lumberjack Shirt,Cardano Earring,Normal,Ape,Salvator Ventucci,Merchants,Ventucci,None,Cigar,Warm,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065447572616e644b696e67,Top Hat,Doublet,Plain,Wraparound Glasses,Ape,Durand King,Artists,King,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065466f72626573436f78,None,Brown Suit,Plain,Wraparound Glasses,Ape,Forbes Cox,Artists,Cox,None,None,Aqua,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e25616461706553636f747456656e7475636369,Privateer Hat,Lumberjack Shirt,Feather Pen,Normal,Ape,Scott Ventucci,Merchants,Ventucci,Sword,None,Neutral,Big Beard
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065456c647269646765436f72746573,Pirate Hat,Prisoner Uniform,Silver Earring,Normal,Cardano,Eldridge Cortes,Explorers,Cortes,None,None,Green,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654d696775656c64656c614372757a,Voltaire Wig,Ape,Plain,Normal,Ape,Miguel de la Cruz,Explorers,de la Cruz,None,Wheat,Aqua,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065526f646e657945647761726473,None,Lumberjack Shirt,Plain,Normal,Ape,Rodney Edwards,Craftsmen,Edwards,None,None,Green,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426f6e6e6574436869657361,Fruit Basket,Gold Linen,Feather Pen,Normal,Ape,Bonnet Chiesa,Merchants,Chiesa,Spear,None,Aqua,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654c797265646542616c626f61,None,Gold Linen,Plain,Wraparound Glasses,Ape,Lyre de Balboa,Explorers,de Balboa,None,None,Neutral,Mustache
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065536c616465416d61746f,None,Chainmail,Feather Pen,Normal,Ape,Slade Amato,Merchants,Amato,Spear,Bubblegum,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654b656e656c6d64656c614372757a,Hoodie,Brown Suit,Plain,Normal,Ape,Kenelm de la Cruz,Explorers,de la Cruz,None,Wheat,Red,Goatee
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655368656c6c65795768697465,None,Chainmail,Plain,Normal,Ape,Shelley White,Craftsmen,White,Sword,None,Cold,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170655374756473477265656e,None,Suit,Plain,Normal,Ape,Studs Green,Craftsmen,Green,None,None,Red,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e2561646170654265726e617264696e6f436f78,None,Cardigan,Silver Earring,Aviators,Ape,Bernardino Cox,Artists,Cox,None,Wheat,Warm,Normal
dac355946b4317530d9ec0cb142c63a4b624610786c2a32137d78e256164617065426f6e64526f62696e736f6e,None,Prisoner Uniform,Plain,Normal,Ape,Bond Robinson,Craftsmen,Robinson,Spear,None,Green,Normal
